text	vaccine	attitude	side_effects
I had Moderna for all 3. Second shot knocked me OUT so I cleared my schedule for after the booster but ...nothing! Just a bit tired but totally manageable	Moderna	Positive	Tiredness
Hope you get well soon. AZ and J&J has been taken out of the vaccine programme here in DK so we're getting Pfizer and Moderna only. Had my first Pfizer jab two weeks ago and got the fever and tiredness but more mildly.	Pfizer	Positive	Tiredness,Fever
Moderna booster here. I was tired and shaky. I had to take two doses of Advil over the course of 12 hours, & then I was fine. But about a week later, I was really congested. Came out of no where. Not sure if it was related or not. I took a decongestant and was fine after 3 days.	Moderna	Neutral	Tiredness,Other
yung friend ko may covid ngayon. Sabi nya,sipon lang daw. No fever and still with sense of smell and taste. No pains .Sabi ng doc. nya, since he have booster shot (moderna), nothing to worry daw. Hindi nga daw sya pinapainom ng antibiotic. Pero syempre, kinakabahan pa din sya	Moderna	Neutral	None
Second jab yesterday (Astra Zeneca) and apart from tiredness and my arm every so often piping in with ‘hey, you remember that I HURT right?’ I’m feeling mostly ok. No way to tell if the tiredness is the vaccine or the usual crap (I left the house two days in a row). #NEISvoid	AstraZeneca	Positive	Tiredness,Muscle Pain
My Recently Boosted Friend told me he was not aware about serious heart side effects with the vaccine. Learned about it via podcast with Dr Malone. Told me he had to quit running due to chest pain after Dose 2 Moderna. Didn't know why. Never sought treatment.	Moderna	Negative	Other
I already got both doses of the Astrazeneca vaccine. I had terrible side effects (all the things they listed - fever, slow heartbeat, exhaustion... )on my first dose so make sure you drink a lot of water and rest a lot as well. on my second dose, it wasn't as bad as the first &lt;3	AstraZeneca	Negative	Tiredness,Fever,Other
find it funny that my mum had the pfizer and got so sick from covid for a whole ass week, dad had the astrazeneca and was only sick for a day. i had the moderna, a vax i knew absolutely nothing about (only that it was similar to pfizer) and when i had covid i felt next to nothing	AstraZeneca	Positive	No Details
My booster left me wirh a sore arm and that's it. Though I don't think that's common. And my previous Moderna doses hit me much harder	Moderna	Positive	Muscle Pain
Got my COVID vaccine booster (Moderna) a couple of days ago. Felt a little more feverish than last times (Pfizer), but was back to normal after about a day and a half.	Moderna	Neutral	Fever
Time. It hasn't been enough time. It takes years (sometimes a decade) to gather enough data to say a drug or vaccine is safe. I have been vaccinated for everything under the sun because my job, I've never had a headache and fatigue like I did with the Moderna vaccine...	Moderna	Negative	Headache,Tiredness
I know a person who got covid, took 2 shots of Sinovac (low efficacy low-risk vaccine), and still got covid a second time. Had pneumonia both times. I also have a coworker who seems to have gotten sick twice. Only the second time was confirmed but the symptoms were the same.	Sinovac	Neutral	None
I had Moderna for 1 and 2 then a double dose if Moderna bc I've had Cancer. My giant dog elbowed my injection spot and it was sore. Otherwise, I don't get the problem. Americans take what they can get. Ontarians? Do what?	Moderna	Neutral	Muscle Pain
I’m not anti vaxxr but my daughter in law is extremely sick from her moderna booster and hard sharp shorting pain under her arm pit and into her breast :( she’s been in bed for 2 days (today day 3)	Moderna	Negative	Muscle Pain
24 hours after getting my Moderna booster only symptoms are a sore arm. #GetVaccinated	Moderna	Positive	Muscle Pain
Had 2nd dose of AstraZeneca yesterday. Quiet different, much stronger reaction to the first dose. 36 hrs after, still having sweats, nausea and stomach cramps. Hopefully that means good protection! #vaccine #AstraZeneca #2ndDose	AstraZeneca	Negative	Nausea,Other
My sister's mother in-law got a brain clot 2 days after Astra zeneca vaccine. Pain in stomach and head ache. Doctors reckon its not vaccine! Yeah right idiots! Go pull the other one!! Idiots 	AstraZeneca	Negative	Headache,Other
Progression of booster side effects for me. Moderna Sore injection site. Aches in every arthritic joint in my body. And there are a lot. Worst in my lower back and left shoulder.	Moderna	Negative	Muscle Pain
I got the Pfizer vaccine, March 5th and March 26th. With the first vaccine, I had a sore arm for a couple days and I remember waking up the following morning with a nasty headache. That went away with meds and rest. The second dose I was more sore and very tired for a few days.	Pfizer	Negative	Headache,Tiredness,Muscle Pain
if u have had your covid vaccine (pfizer) did u feel the needle going into your skin like did it hurt (i am scared of the needle going into my skin and that pain since i had an experience with needles which has fully traumatised me and i need reassurance)	Pfizer	Neutral	None
Mixing Vaccines: Had my Moderna after Pfizer. Had a brutal couple of days with fever, muscle ache, headaches and an upset stomach. Not sure if it was just the second dose or the mixing that caused that. #ThisIsOurShot	Moderna	Negative	Headache,Muscle Pain,Fever,Other
I was similar, felt a little under the weather but not an insane fever or anything. If you had Pfizer / moderna it's likely you haven't been exposed to covid if you have no reaction. The second vaccine apparently hits harder	Pfizer		
I was similar, felt a little under the weather but not an insane fever or anything. If you had Pfizer / moderna it's likely you haven't been exposed to covid if you have no reaction. The second vaccine apparently hits harder	Moderna	Neutral	No Details
Hey doctor question : How about Sinovac ? Many people here in Mexico are having secondary effects w that vaccine here in Mexico . Like if they were really sick . Not like if they were vaccinated . Symptoms like fever that won’t go away or down for several days.	Sinovac	Negative	Fever
Australia has decided to give people most likely to become very sick and die from COVID-19 (50&gt;) the #AstraZeneca vaccine which is only 60% effective against the Indian variants raging in Melbourne, and least likely to become sick get the better vaccine 88% effective #Criminal	AstraZeneca	Neutral	None
Moronically the Oz government and most of its Pfizer sponsored population think that this is ok to run a country as if adolf had put his touch on the criminal government mandates and made up rules . Wake up, you lot are WEIRD !	Pfizer	Negative	None
I think sinovac I don't really remember lol it was bcz I'm a school teacher so I had to	Sinovac	Positive	None
I got big time flu like symptoms for two days after a Pfizer booster. My better half accused me of having a man cold.	Pfizer	Negative	Chills
People react differently to vaccines. I remember the Meningitis ones some of us had when we were in primary school. Some people were out of school for weeks. A few people I know had no reaction from Astrazeneca while the Yellow fever one was scary.	AstraZeneca	Positive	None
So far no real reaction to the Moderna vaccine. No pain at all really, seamless process, too.	Moderna	Positive	None
Was in bed for an entire day with extreme fatigue after my 2nd dose of Moderna. However, the 3rd, which I received on Dec 27 went just fine! Just some VERY light tiredness & body aches, gone within a few hours. Fully vaccinated may mean boostered in the future, keep that in mind.	Moderna	Positive	Tiredness,Muscle Pain
I got Pfizer and the swelling went down and I went and fucking pulled a muscle in my other arm XD	Pfizer	Neutral	Swelling
First Pfizer vaccine done. No side effects besides a sore arm at the point of the jab. Plentiful availability at Noarlunga Centre South Australians: they’re even accepting walk ins! JUST DO IT! #GetVaccinated	Pfizer	Positive	Muscle Pain
It is not as effective as the mRNA vaccines (Moderna, Pfizer) but only requires 1 dose. But it is as effective as your typical Flu vaccine, and will reduce severity significantly if you do get sick (like Flu Vaccines). Don't take it if you are prone to blood disorders.	Pfizer		
It is not as effective as the mRNA vaccines (Moderna, Pfizer) but only requires 1 dose. But it is as effective as your typical Flu vaccine, and will reduce severity significantly if you do get sick (like Flu Vaccines). Don't take it if you are prone to blood disorders.	Moderna	Positive	None
"& SO ARE Sinopharm & SinoVac & SputnikV. You see how US media tweak & shave & linguistically engineer their reporting to fit their $ agenda? 100% abominable! And they accuse others of ""vaccine nationalism""! The accuser is always the villain - this I finally learn. Makes me sick"	Sinovac	Negative	None
Very sickening, my mum got AstraZeneca vaccine based on government advice now you guys saying oh we should increase age threshold to 60, we have enough data to completely avoid AstraZeneca.	AstraZeneca	Negative	None
I had my second vaccine “Moderna” last Saturday no horrible side effects other than fatigue on the 2nd day but I do have a large lump and a hematoma. It seems to be getting better though. Doctor must have hit a vein I guess.	Moderna	Neutral	Redness,Swelling,Tiredness
Show me the peer reviewed study. Pfizer, Moderna and big pharma companies will say anything to sell the vaccines and continue the hoax, and people like you will believe anything they say instead of looking at the hard data, more and more “vaccinated” people are getting sick…	Pfizer		
